uic,unit,mcn,dscrp,dscrp_2,dscrp_3,dscrp_4,dscrp_5,dscrp_6,int_by
00246,AIMD NAS NORTH ISLAN,P9A2B71,PERFORM 360 DAY INSPECTION ON LPU-37B/P IAW NA 13-1-6.1-2. POC HSM 71 [OMA TASK = 082 (AIMD) 360 DAY INSPECTION (LPU-37/P) ], , , , , ,RS3 SARREAL
00246,AIMD NAS NORTH ISLAN,P9A2B7W,#2 ENGINE FAIL MAX POWER CHECKS @0.87 ETF., , , , , ,AZ2 K. DAWSON
00246,AIMD NAS NORTH ISLAN,P9A2BEJ,#1 ENGINE OIL LEAK COMING FROM MATING SURFACE BETWEEN TOP OF ENGINE AND BOTTOM OF ACC GEARBOX IN FORWARD PORT SIDE CORNER., , , , , ,AZ2 A WOODS
00246,AIMD NAS NORTH ISLAN,P9A2BGN,C/W POWER PLANT CHANGE (PPC) 0030  NOT LATER THAN NXT MEI.  T700-GE-401C POWER TURBINE (PTM) C-SUMP MODIFICATION OF (WUC 22130) TO INCLUDE AMENDMENT 1., , , , , ,AZ2 A CARYSANCHEZ
00246,AIMD NAS NORTH ISLAN,P9A2BMY,C/W POWER PLANT CHANGE (PPC) 0032  NOT LATER THAN INDUCTION/REPAIR.  T700-GE-401C ACCESSORY GEARBOX AXIS-G OIL DRAINAGE INSTALLATION OF (WUC 22100)., , , , , ,AZ2 A WOODS
00246,AIMD NAS NORTH ISLAN,P9A2BQV,C/W COMMODITY S/W CHANGE (CSC) 0284  NOT LATER THAN 24201.  TO ALLOW NAVY AND MARINE M299 LAUNCHERS THE ABILITY TO DEPLOY JOINT-AIR-GOUND MISSLE WEAPON SYSTEM BY UPGRADING WITH COMPUTER SOFTWARE VERSION FA0A., , , , , ,AZ1 W BENTUM
00246,AIMD NAS NORTH ISLAN,P9A2BRU,C/W AIRCREW SYSTEMS CHANGE (ACC) 0797  NOT LATER THAN 360 DAY INSP.  TO PROVIDE INSTRUCTIONS FOR INSTALLATION OF WINGED COMPRESSION FIT COVERS ON LPU-23D/P AND LPU-36A/P LIFE PRESERVER ASSEMBLIES C8OOROL ORAL INFLATION VALVE ASSEMBLIES., , , , , ,AZ2 J ROBINSON
00246,AIMD NAS NORTH ISLAN,P9A2BSS,"POP BOTTLE REQUIRES RECHARGE VALVE ASSEMBLY, CLAMP AND REGULATOR  SCREW AND WASHER REPLACEMENT IAW NA 19-35-17.", , , , , ,AS2 H ANAYA
00246,AIMD NAS NORTH ISLAN,P9A2BST,"POP BOTTLE REQUIRES REPLACEMENT OF RECHARGE VALVE ASSEMBLY, CLAMP, AND REGULATOR SCREW AND WASHER IAW NA 19-35-17.", , , , , ,AS2 H ANAYA
00246,AIMD NAS NORTH ISLAN,P9A2BYG,NAN CART HAS LIGHT SURFACE CORROSION ON FRONT PANELS AND PLACARDS ARE ILLEGIBLE. COMPLY WITH AG-750AO-OMM-100., , , , , ,AS2 ANAYA H
00246,AIMD NAS NORTH ISLAN,P9A2C07,BRU-14 SN:RFW0346 PN:549AS400-1 DUE FOR HI-TIME MDD:12JUN24, , , , , ,AZ2 ECHOLS
00246,AIMD NAS NORTH ISLAN,P9A2C15,C/W POWER PLANT CHANGE (PPC) 0031  NOT LATER THAN NXT INDUCTION.  T700-GE-401C STAGE 1 VARIABLE GEOMETRY (VG) LINK FOR HOT START IMPROVEMENT REPLACEMENT (WUC 2211B00) DUE NEXT INDUCTION. W/B NOT EFFECTED., , , , , ,AZ2 A WOODS
00246,AIMD NAS NORTH ISLAN,P9A2C16,C/W POWER PLANT CHANGE (PPC) 0030  NOT LATER THAN NXT MEI.  T700-GE-401C POWER TURBINE (PTM) C-SUMP MODIFICATION OF (WUC 22130) TO INCLUDE AMENDMENT 1., , , , , ,AZ2 A WOODS
00246,AIMD NAS NORTH ISLAN,P9A2C1L,FAILED CALIBRATION, , , , , ,AZ2 S ULINSKI
00246,AIMD NAS NORTH ISLAN,P9A2C2V,***B/A ESATS 015*** ESATS RE-SENT TO REWORK FOR ACCEPTANCE FAILURE., , , , , ,AE2 P BURLAZA
00246,AIMD NAS NORTH ISLAN,P9A2C87,PERFORM 360 DAY INSPECTION, , , , , ,AZ2 CURIEL
00246,AIMD NAS NORTH ISLAN,P9A2C9E,TOW TRACTOR HARD TO START., , , , , ,GS05 M ALVAREZ
00246,AIMD NAS NORTH ISLAN,P9A2C9V,T-6 LEAKING HYDRAULIC FLUID FROM TANK., , , , , ,152AS1 T NEWTON
00246,AIMD NAS NORTH ISLAN,P9A2CFZ,PERFORM 365 DAY [OMA TASK = 030000M (365 DAY INSPECTION (IMA)) ], , , , , ,AZ2 ECHOLS
00246,AIMD NAS NORTH ISLAN,P9A2CJR,T.I. FAILS STEP 3.1.6.1 IAW 17-50GX-033. T.I. DOES NOT CHARGE. UNABLE TO TEST T.I.. DUE TO IT TURNING OFF SHORTLY AFTER POWERING IT ON. TESTED BATTERIES AND THEY WERE GOOD. NO OTHER TROUBLESHOOTING STEPS AVAILABLE., , , , , ,AT2 C TAYNOR
00246,AIMD NAS NORTH ISLAN,P9A2CUF,PERFORM P.I.S INSPECTION ON LPU-37B/P IAW NA 13-1-6.1-2. [OMA TASK = 082 ((AIMD) 360 DAY INSP - LPU-37( )/P) ], , , , , ,AZ2 K GUILLOUX
00246,AIMD NAS NORTH ISLAN,P9A2CUG,C/W AIRCREW SYSTEMS CHANGE (ACC) 0798  NOT LATER THAN 31JUL24.  TO PROVIDE INSTRUCTIONS FOR INSTALLATION OF WINGED COMPRESSION FIT COVERS ON LPU-34B/P AND LPU-37A/P LPFCS., , , , , ,AZ2 K GUILLOUX
00246,AIMD NAS NORTH ISLAN,P9A2CZN,"REMOVE AND REPLACE #2 ENGINE DUE TO HIGH TIME COMPONENT, COMPRESSOR ROTOR AND STATOR MATCHED ASSY: PART NO : 6900T93G02: SERNO: MRS45942 DROM ENGINE 0325200", , , , , ,AZ2 CARYSANCHEZ
00246,AIMD NAS NORTH ISLAN,P9A2CZX,C/W POWER PLANT CHANGE (PPC) 0030  NOT LATER THAN NXT MEI.  T700-GE-401C POWER TURBINE (PTM) C-SUMP MODIFICATION OF (WUC 22130) TO INCLUDE AMENDMENT 1., , , , , ,AZ2 A CARYSANCHEZ
00246,AIMD NAS NORTH ISLAN,P9A2D02,NAN JR HAS WORN BOOST PUMP. COMPLY WITH NA 19-25B-17., , , , , ,ASAN H WELCH
00246,AIMD NAS NORTH ISLAN,P9A2D0B,LOW POWER, , , , , ,AZ2 CARYSANCHEZ
00246,AIMD NAS NORTH ISLAN,P9A2D61,TOW TRACTOR TURN SIGNALS INOPERABLE, , , , , ,AS2 S MACKEY
00246,AIMD NAS NORTH ISLAN,P9A2DB9,PERFORM P.I.S INSPECTION ON SRU-42., , , , , ,AZ2 J ROBINSON
00246,AIMD NAS NORTH ISLAN,P9A2DBC,PERFORM P.I.S INSPECTION ON SRU-42., , , , , ,AZ2 J ROBINSON
00246,AIMD NAS NORTH ISLAN,P9A2DDB,MRTT HAS A WORN HEADLIGHT AND EXHAUST CLAMP. REPLACED IAW 19-40-523., , , , , ,AS2 R BELLO
00246,AIMD NAS NORTH ISLAN,P9A2DDG,Clogged fuel flow tester filter., , , , , ,AD2 S IKEDA
00246,AIMD NAS NORTH ISLAN,P9A2DGJ,PERFORM 90 DAY INSPECTION ON CRU-103A/P IAW NA 13-1-6.4-2. POC VRM-30 [OMA TASK = 030000F (AIMD) 90 DAY INSPECTION CRU-103A/P) ], , , , , ,RS3 SARREAL
00246,AIMD NAS NORTH ISLAN,P9A2DL6,Perform 120 Day Inspection on Equipment. Comply with NA 17-15HB-22.   Next Inspection Due on 12/08/2024 (24343), , , , , ,AZ2 K GUILLOUX
00246,AIMD NAS NORTH ISLAN,P9A2DLT,PUK REQUEST TEST CHECK/DISHCHARGE UPON RFI RTN TO PUKS IF NOT RFI BCM POC SHANE 5-9263, , , , , ,WATSON
00246,AIMD NAS NORTH ISLAN,P9A2DUL,RCN: N44326-24-0063 SAS ACTUATOR DDSN 4214B304 WAS FOUND WITH NICKS AND SCRATCHES UPON ACCEPTANCE INSPECTION FROM SUPPLY IAW AN-100QA-140-200., , , , , ,190AM2 R GARZA
00246,AIMD NAS NORTH ISLAN,P9A2DUR,ENGINE HI-TIME, , , , , ,AZ1 EZELL
00246,AIMD NAS NORTH ISLAN,P9A2DV6,"ETF IS .89, TTV INDICATED 95, .90STR/.89 ETF", , , , , ,AZ1 ENGRAM
00246,AIMD NAS NORTH ISLAN,P9A2DXM,C/W POWER PLANT CHANGE (PPC) 0031  NOT LATER THAN NXT INDUCTION.  T700-GE-401C STAGE 1 VARIABLE GEOMETRY (VG) LINK FOR HOT START IMPROVEMENT REPLACEMENT (WUC 2211B00) DUE NEXT INDUCTION. W/B NOT EFFECTED., , , , , ,AZ1 C ENGRAM
00246,AIMD NAS NORTH ISLAN,P9A2E5N,SMALL CC CART HAS NO WATER OUTPUT. COMLY IAW NAVAIR 19-1-98, , , , , ,AS2 M RAMIREZ
00246,AIMD NAS NORTH ISLAN,P9A2E9F,"TOW TRACTOR WON,T START.", , , , , ,GS05 M ALVAREZ
00246,AIMD NAS NORTH ISLAN,P9A2EAE,PERFORM 360 DAY INSPECTION ON LPU-34C/P IAW NA 13-1-6.1-2. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION (LPU-34/P) ], , , , , ,AZ2 K GUILLOUX
00246,AIMD NAS NORTH ISLAN,P9A2EJP,PMC REQUIRES BASELINE LOAD TEST. COMPLY WITH A1-V22AB-TIS-000., , , , , ,AS2 K CHAU
00246,AIMD NAS NORTH ISLAN,P9A2ENL,ORDERING PART FOR PM'S END OF YEAR CLOSE OUTS., , , , , ,023PR1 D ROJAS
00246,AIMD NAS NORTH ISLAN,P9A2EQC,ENGINE LOW POWER, , , , , ,AZ1 ENGRAM
00246,AIMD NAS NORTH ISLAN,P9A2EQK,RHINE AIR REQUIRES FILTERS FOR 91 DAY INSPECTION., , , , , ,AS2 R HERNANDEZ
00246,AIMD NAS NORTH ISLAN,P9A2EVA,TOW TRACTOR WON'T START., , , , , ,WG10 J VARGASORTIZ
00246,AIMD NAS NORTH ISLAN,P9A2EX9,"PERFORM 720 DAY INSPECTION ON SRU-42 IAW NA 13-1-6.5. POC PR1 JOHNSON, HSM-73, 5-4659. INITIATED BY PR2 V THOMAS", , , , , ,AOAN DEAN
00246,AIMD NAS NORTH ISLAN,P9A2EXH,"PERFORM 360 DAY INSPECTION ON CWU-86/P IAW NA 13-1-6.7-2. POC PR1 EPIC, HSM-41, 7-7016. INITIATED BY AZ1 K JONES [OMA TASK = 083 (AIMD) 360 DAY (CWU-86/P) ]", , , , , ,SN MACDONALD
00246,AIMD NAS NORTH ISLAN,P9A2EZ5,worn quick release pin, , , , , ,027AO1 J PITTS
00246,AIMD NAS NORTH ISLAN,P9A2F1R,Perform  Acceptance Inspection on ADAPTER. Comply with COMNAVAIRFORINST 4790.2D., , , , , ,AZ1 W BENTUM
00246,AIMD NAS NORTH ISLAN,P9A2F9M,PERFORM 365 DAY INSP ON BRU-14 [OMA TASK = 030000M (365 DAY INSPECTION (IMA)) ], , , , , ,AZ2 ECHOLS
00246,AIMD NAS NORTH ISLAN,P9A2FAB,CSM NRFI DUE TO LOW POWER. MEI B REQUIRED., , , , , ,WG10 M PASTRANA
00246,AIMD NAS NORTH ISLAN,P9A2FBN, , , , , , , 
00246,AIMD NAS NORTH ISLAN,P9A2FBX,C/W POWER PLANT CHANGE (PPC) 0030  NOT LATER THAN NXT MEI.  T700-GE-401C POWER TURBINE (PTM) C-SUMP MODIFICATION OF (WUC 22130) TO INCLUDE AMENDMENT 1., , , , , ,AZ1 C ENGRAM
00246,AIMD NAS NORTH ISLAN,P9A2FC0,PERFORM CORROSION TREATMENT ON WEIGHT TREE IAW NA 17-1-125, , , , , ,AS1 A COCKCROFT
00246,AIMD NAS NORTH ISLAN,P9A2FCK,DURING ENGINE WASH BURN OUT #1 ENGINE WOULD RISE IN NG BUT FAILED TO LIGHT OFF., , , , , ,AZ2 K. DAWSON
00246,AIMD NAS NORTH ISLAN,P9A2FD9,#2 ENGINE FAILS MAX POWER CHECK WITH AN ETF OF 0.84, , , , , ,AZ2 WOODS
00246,AIMD NAS NORTH ISLAN,P9A2FFS,C/W POWER PLANT CHANGE (PPC) 0031  NOT LATER THAN NXT INDUCTION.  T700-GE-401C STAGE 1 VARIABLE GEOMETRY (VG) LINK FOR HOT START IMPROVEMENT REPLACEMENT (WUC 2211B00) DUE NEXT INDUCTION. W/B NOT EFFECTED., , , , , ,AZ2 K DAWSON
00246,AIMD NAS NORTH ISLAN,P9A2FGC,#1 ENGINE FAILS HIT CHECKS IAW IMDS DATA. PERFORMED BORESCOPE AND FOUND 1ST STAGE GGT BLADES HEAVILY ERODED TO INCLUDE HOLES IN HE LEADING EDGES AND ONE BLADE ERODED IN HALF. ** ENGINE REMOVED FOR LOW PERFORMANCE***, , , , , ,AZ1 ENGRAM
00246,AIMD NAS NORTH ISLAN,P9A2FGH,#2 ENGINE FAILED MAX POWER CHECK ON FCF 24-042. ETF IS AT A. 885, , , , , ,AZ1 ENGRAM
00246,AIMD NAS NORTH ISLAN,P9A2FLN,JACK TRAILER HAS DRYROT. COMPLY WITH LOCAL PUB COPY 001 (19-600-24-6-2)., , , , , ,ASAN JURADO
00246,AIMD NAS NORTH ISLAN,P9A2FN0,RCN 24-0072. ITEM FAILED FOR ALARM TEST DUE TO RE AUTO ZERO ERROR., , , , , ,EK AVILA
00246,AIMD NAS NORTH ISLAN,P9A2FPJ,PERFORM 360 DAY INSPECTION ON LPU-34C/P IAW NA 13-1-6.1-2. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION (LPU-34/P) ] [OMA TASK = 082 (AIMD) 360 DAY INSPECTION (LPU-34/P) ], , , , , ,AZ2 J ROBINSON
00246,AIMD NAS NORTH ISLAN,P9A2FPM,C/W POWER PLANT CHANGE (PPC) 0031  NOT LATER THAN 24239.  T700-GE-401C STAGE 1 VARIABLE GEOMETRY (VG) LINK FOR HOT START IMPROVEMENT REPLACEMENT (WUC 2211B00) DUE NEXT INDUCTION. W/B NOT EFFECTED., , , , , ,AZ2 K DAWSON
00246,AIMD NAS NORTH ISLAN,P9A2FSH, , , , , , , 
00246,AIMD NAS NORTH ISLAN,P9A2FU5,"PERFORM 360 DAY INSPECTION ON CWU-86/P IAW NA 13-1-6.7-2. POC PR1 RUBI, HSM-78, 5-0803. INITIATED BY PR3 M CASTILLO", , , , , ,AOAN DEAN
00246,AIMD NAS NORTH ISLAN,P9A2FVB,"PERFORM PLACE IN SERVICE INSPECTION ON LPU-32/P. POC ADC SANCHEZ, VRM-30, 5-7577. INITIATED BY ADC D SANCHEZ", , , , , ,AOAN DEAN
00246,AIMD NAS NORTH ISLAN,P9A2FVD,"PERFORM PLACE IN SERVICE INSPECTION ON LPU-32/P. POC ADC SANCHEZ, VRM-30, 5-7577. INITIATED BY ADC D SANCHEZ [OMA TASK = 082 (AIMD) 360 DAY INSPECTION LPU-32/P) ]", , , , , ,AOAN DEAN
00246,AIMD NAS NORTH ISLAN,P9A2FVE,INCORRECT HANDLE AND HAND PUMP DOESN'T LIFT DRUM ., , , , , ,AM3 J SHUBRICK
00246,AIMD NAS NORTH ISLAN,P9A2FXH,VERIFY PLACE IN SERVICE INSPECTION ON LPU- 32., , , , , ,AZ2 J ROBUNSON
00246,AIMD NAS NORTH ISLAN,P9A2FYE,ASSEMBLE NAN JR IAW NA 19-25B-17., , , , , ,AS2 H ANAYA
00246,AIMD NAS NORTH ISLAN,P9A2FYH,UNIT LEAKING LOX, , , , , ,AS2 H ANAYA
00246,AIMD NAS NORTH ISLAN,P9A2FZF,REMOVED AND REPLACE #2 ENGINE DUE TO HIGH TIME OF GAS GEN TURBINE ROTOR/STATOR MATCHED ASSY (STG 1 TURB. FWD COOLING PLATE DD: E10972.4 // CURRENT: E10968.9)., , , , , ,AZ2 K. DAWSON
00246,AIMD NAS NORTH ISLAN,P9A2FZK,"PERFORM 360 DAY INSPECTION ON LPU-34C/P IAW NA 13-1-6.1-2. POC: PR1 PICENO, HSM-41, 7-7016 [OMA TASK = 082 (AIMD) 360 DAY INSPECTION (LPU-34/P) ]", , , , , ,PR2 M ROLAND
00246,AIMD NAS NORTH ISLAN,P9A2G1P,PERFORM 360 DAY INSPECTION ON LPU-32C/P IAW NA 13-1-6.1-2. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION LPU-32/P) ], , , , , ,AZ2 C STOUT
00246,AIMD NAS NORTH ISLAN,P9A2G41,PREFORM 365 DAY INSPECTION. [OMA TASK = 030000M (365 DAY INSPECTION (IMA)) ], , , , , ,AZ2 DYER
00246,AIMD NAS NORTH ISLAN,P9A2G4N,PREFORM 364 DAY INSPECTION. [OMA TASK = 030000M (364 DAY INSPECTION (IMA) ], , , , , ,AZ2 DYER
00246,AIMD NAS NORTH ISLAN,P9A2G69,***DIS*** LPU-32 HQS HOLE IN SURVIVAL ITEM POUCH IAW:13-1-6.1-2 HSC-21, , , , , ,AZ2 J ROBINSON
00246,AIMD NAS NORTH ISLAN,P9A2G6F,PERFORM 720 DAY INSPECTION ON SRU-42/P IAW NA 13-1-6.5. [OMA TASK = 084 (AIMD) 720 DAY INSPECTION (SRU-42/P) ], , , , , ,AZ2 J ROBINSON
00246,AIMD NAS NORTH ISLAN,P9A2G8A,PERFORM 448 DAY INSPECTION ON LRU-31/A IAW NA 13-1-6.1-1. POC: PR1 HUANG. COMM: 5-6680 [OMA TASK = 082 (AIMD (448 DAY INSPECTION LRU-31( )/A) ], , , , , ,PR2 M ROLAND
00246,AIMD NAS NORTH ISLAN,P9A2GEN,#2 ENGINE ETF .85, , , , , ,AZ1 EZELL
00246,AIMD NAS NORTH ISLAN,P9A2GMX,"***DISCREPANCY***LRU-31 HAS MISSING TACKING. POC PR1 AQUINO HSC-3, 5-8209.", , , , , ,AOAN DEAN
00246,AIMD NAS NORTH ISLAN,P9A2GMZ,MRTT REVERSE LIGHTS INOP., , , , , ,AS2 A BETTINI
00246,AIMD NAS NORTH ISLAN,P9A2GRB,"C/W SUPPORT EQUIP CHANGE (SEC) 6306  NOT LATER THAN 31DEC2024.  TO REPLACE THE ORIGINAL, ENGINE MOUNTED PRIMARY THROTTLE RETURN SPRING WITH ONE MOUNTED IN THE CAB, DIRECTLY BELOW THE ACCELERATOR PEDAL. MULTIPLE REVISIONS TO THE ORIGINAL SPRING ON THE ENGI",NE HAD BEEN IMPLEMENTED BY THE OEM AND NAVAIR., , , , ,WG10 J VARGASORTIZ
00246,AIMD NAS NORTH ISLAN,P9A2GRD,"C/W SUPPORT EQUIP CHANGE (SEC) 6306  NOT LATER THAN 31DEC2024.  TO REPLACE THE ORIGINAL, ENGINE MOUNTED PRIMARY THROTTLE RETURN SPRING WITH ONE MOUNTED IN THE CAB, DIRECTLY BELOW THE ACCELERATOR PEDAL. MULTIPLE REVISIONS TO THE ORIGINAL SPRING ON THE ENGI",NE HAD BEEN IMPLEMENTED BY THE OEM AND NAVAIR., , , , ,WG10 J VARGASORTIZ
00246,AIMD NAS NORTH ISLAN,P9A2GSH,#2 ENGINE LOW POWER, , , , , ,AZ2 CHAVEZ
00246,AIMD NAS NORTH ISLAN,P9A2GXD,PERFORM 360 DAY INSPECTION ON LPU-34C/P IAW NA 13-1-6.1-2., , , , , ,SN MACDONALD
00246,AIMD NAS NORTH ISLAN,P9A2H7D,"PERFORM 360 DAY INSPECTION ON ARSD IAW NA 13-1-6.7-2-020. POC PR1 RUBI, HSM-78, 5-0803. INITIATED BY PR1 M HACHE [OMA TASK = 083 ((IMA) 360 DAY INSPECTION - ARSD) ]", , , , , ,SN MACDONALD
00246,AIMD NAS NORTH ISLAN,P9A2HBX,PERFORM 360 DAY INSPECTION ON LPU-32/P IAW NA 13-1-6.1-2. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION LPU-32/P) ], , , , , ,SN MACDONALD
00246,AIMD NAS NORTH ISLAN,P9A2HEX,PERFORM 364 DAY INSPECTION IAW 19-1-270. POC PRC SELECT IBRAGIMOV HSM-35 5-1464., , , , , ,AZ2 CURIEL
00246,AIMD NAS NORTH ISLAN,P9A2HQ8,B-5 STAND HAS WORN SCISSOR. COMPLY WITH NA 19-15-6., , , , , ,AS2 T WILLIAMS
00246,AIMD NAS NORTH ISLAN,P9A2HR1,PERFORM 364 DAY INSP ON M299, , , , , ,AZ2 ECHOLS
00246,AIMD NAS NORTH ISLAN,P9A2HSQ,BOMB HOIST CABLE FRAYED. COMPLY WITH AG-420BO-S22-00, , , , , ,AS2 M RAMIREZ
00246,AIMD NAS NORTH ISLAN,P9A2J29,#1 ENG MAX POWER CHECKS .89% POWER, , , , , ,AZ2 CHAVEZ
00246,AIMD NAS NORTH ISLAN,P9A2J36,***DISCREPANCY***REPAIR WORN VELCRO ON LPU-32 IAW NA 13-1-6.1-2. POC AEC PULLEN. VRM-30. COMM: 4-57660, , , , , ,AOAN DEAN
00246,AIMD NAS NORTH ISLAN,P9A2J66,PERFORM MAJOR ENGINE INSPECTION TYPE B IAW NA A1-T700A-MRC-200., , , , , ,AZ2 A WOODS
00246,AIMD NAS NORTH ISLAN,P9A2J98,C/W AIRCREW SYSTEMS CHANGE (ACC) 0798  NOT LATER THAN 13SEP25.  TO PROVIDE INSTRUCTIONS FOR INSTALLATION OF WINGED COMPRESSION FIT COVERS ON LPU-34B/P AND LPU-37A/P LPFCS., , , , , ,AZ2 C STOUT
00246,AIMD NAS NORTH ISLAN,P9A2JDD,#2 ENGINE ETF 0.88, , , , , ,AZ1 EZELL
00246,AIMD NAS NORTH ISLAN,P9A2JKT,PERFORM PLACE IN SERVICE INSPECTION ON SRU-42 [OMA TASK = 030000Q (AIMD) 720 DAY INSPECTION (SRU-42/P) ], , , , , ,AOAN DEAN
00246,AIMD NAS NORTH ISLAN,P9A2JPG,CANNIBALIZE COMPRESSOR P/N: 6900T93G02 S/N: MRS45803 FOR USE ON CSM C766250., , , , , ,AD1 P JOTOJOT
00246,AIMD NAS NORTH ISLAN,P9A2JQA,PERFORM 360 DAY INSPECTION ON LPU-32/P IAW NA 13-1-6.1-2., , , , , ,SN MACDONALD
00246,AIMD NAS NORTH ISLAN,P9A2JQD,PERFORM PLACE IN SERVIVE ON LPU-32/P IAW NA 13-1-6.1-2. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION LPU-32/P) ], , , , , ,SN MACDONALD
00246,AIMD NAS NORTH ISLAN,P9A2JQE,PERFORM PLACE IN SERVIVE ON LPU-32/P IAW NA 13-1-6.1-2. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION LPU-32/P) ], , , , , ,SN MACDONALD
00246,AIMD NAS NORTH ISLAN,P9A2JQG,PERFORM PLACE IN SERVIVE ON LPU-32/P IAW NA 13-1-6.1-2. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION LPU-32/P) ], , , , , ,SN MACDONALD
00246,AIMD NAS NORTH ISLAN,P9A2JQH,PERFORM PLACE IN SERVIVE ON LPU-32/P IAW NA 13-1-6.1-2. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION LPU-32/P) ], , , , , ,SN MACDONALD
00246,AIMD NAS NORTH ISLAN,P9A2JQM,PERFORM PLACE IN SERVIVE ON LPU-32/P IAW NA 13-1-6.1-2. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION LPU-32/P) ], , , , , ,SN MACDONALD
00246,AIMD NAS NORTH ISLAN,P9A2JQP,PERFORM PLACE IN SERVIVE ON LPU-32/P IAW NA 13-1-6.1-2. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION LPU-32/P) ], , , , , ,SN MACDONALD
00246,AIMD NAS NORTH ISLAN,P9A2JQR,PERFORM PLACE IN SERVIVE ON LPU-32/P IAW NA 13-1-6.1-2. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION LPU-32/P) ], , , , , ,SN MACDONALD
00246,AIMD NAS NORTH ISLAN,P9A2JS8,PERFORM 90 DAY INSPECTION ON CRU-103A/P IAW NA 13-1-6.4-2., , , , , ,AOAN DEAN
00246,AIMD NAS NORTH ISLAN,P9A2JU8,PERFORM 364 DAY ON M299 LAUNCHER [OMA TASK = 030000M (364 DAY INSPECTION (IMA)) ], , , , , ,AZ1 BENTUM
00246,AIMD NAS NORTH ISLAN,P9A2JUB,PERFORM 364 DAY ON M299 LAUNCHER [OMA TASK = 030000M (364 DAY INSPECTION (IMA) ], , , , , ,AZ1 BENTUM
00246,AIMD NAS NORTH ISLAN,P9A2JUC,PERFORM 365 DAY [OMA TASK = 030000M (365 DAY INSPECTION (IMA)) ], , , , , ,AZ2 ECHOLS
00246,AIMD NAS NORTH ISLAN,P9A2JUF,PERFORM 364 DAY ON M299 LAUNCHER [OMA TASK = 030000M (364 DAY INSPECTION (IMA) ], , , , , ,AZ1 BENTUM
00246,AIMD NAS NORTH ISLAN,P9A2JUL,PERFORM 364 DAY ON M299 LAUNCHER [OMA TASK = 030000M (364 DAY INSPECTION (IMA) ], , , , , ,AZ1 BENTUM
00246,AIMD NAS NORTH ISLAN,P9A2JUN,PERFORM 364 DAY ON M299 LAUNCHER [OMA TASK = 030000M (364 DAY INSPECTION (IMA) ], , , , , ,AZ1 BENTUM
00246,AIMD NAS NORTH ISLAN,P9A2JUQ,PERFORM 364 DAY ON M299 LAUNCHER. [OMA TASK = 030000M (364 DAY INSPECTION (IMA) ], , , , , ,AZ1 BENTUM
00246,AIMD NAS NORTH ISLAN,P9A2JUS,PERFORM 364 DAY ON M299 LAUNCHER. [OMA TASK = 030000M (364 DAY INSPECTION (IMA) ], , , , , ,AZ1 BENTUM
00246,AIMD NAS NORTH ISLAN,P9A2JUW,PERFORM 364 DAY ON M299 LAUNCHER. [OMA TASK = 030000M (364 DAY INSPECTION (IMA) ], , , , , ,AZ1 BENTUM
00246,AIMD NAS NORTH ISLAN,P9A2JV3,PERFORM 365 DAY [OMA TASK = 030000M (365 DAY INSPECTION (IMA)) ], , , , , ,AZ2 ECHOLS
00246,AIMD NAS NORTH ISLAN,P9A2JZU,PERFORM 360 DAY INSPECTION ON BRU-65. [OMA TASK = 030000M (360 DAY INSPECTION (IMA)) ], , , , , ,AZ1 BENTUM
00246,AIMD NAS NORTH ISLAN,P9A2K08,PERFORM 365 DAY INSP ON BRU-14 [OMA TASK = 030000M (365 DAY INSPECTION (IMA)) ], , , , , ,AZ2 WOODS
00246,AIMD NAS NORTH ISLAN,P9A2K0W,"***DISCREPANCY*** MRS-III IS LEAKING. POC PR1 CASTILLO, HSC-23, 5-7066. INITIATED BY AZ2 D SIMS [OMA TASK = 083 (AIMD) 360 DAY INSP (OTS-600 DRY SUIT) ]", , , , , ,SN MACDONALD
00246,AIMD NAS NORTH ISLAN,P9A2K10,#2 ENGINE LOW POWER ON FCF. ETF .88., , , , , ,AZ2 CHAVEZ
00246,AIMD NAS NORTH ISLAN,P9A2K14,PERFORM 365 DAY INSP ON BRU-14 [OMA TASK = 030000M (365 DAY INSPECTION (IMA)) ], , , , , ,AZ2 WOODS
00246,AIMD NAS NORTH ISLAN,P9A2K26,Perform 5 Year Inspection on TRAILER GROUND. Comply with NA 19-600-431-6-2.   Next Inspection Due on 09/24/2029 (29267), , , , , ,AO1 J DUNCAN
00246,AIMD NAS NORTH ISLAN,P9A2K7W,PERFORM 360 DAY INSPECTION ON LPU-36/P IAW NA 13-1-6.1-2. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION (LPU-36/P) ], , , , , ,AZ2 J ROBINSON
00246,AIMD NAS NORTH ISLAN,P9A2K8B,PERFORM 360 DAY INSPECTION ON LPU-32/P IAW NA 13-1-6.1-2., , , , , ,AZ2 J ROBINSON
